year,county,dem,rep,dem_v,dem_s,rep_v,rep_s
2016,37095,Hillary Clinton,Donald J. Trump,965,41.88%,1288,55.90%
2016,37097,Hillary Clinton,Donald J. Trump,24734,29.96%,54754,66.31%
2016,37099,Hillary Clinton,Donald J. Trump,7713,41.22%,9870,52.74%
2016,37101,Hillary Clinton,Donald J. Trump,28362,33.01%,54372,63.29%
2016,37103,Hillary Clinton,Donald J. Trump,2065,40.21%,2974,57.92%
2016,37105,Hillary Clinton,Donald J. Trump,10469,41.74%,13712,54.66%
2016,37107,Hillary Clinton,Donald J. Trump,12634,47.13%,13613,50.78%
2016,37109,Hillary Clinton,Donald J. Trump,9897,24.73%,28806,71.97%
2016,37111,Hillary Clinton,Donald J. Trump,4667,23.48%,14568,73.30%
2016,37113,Hillary Clinton,Donald J. Trump,4876,27.50%,12127,68.38%
2016,37115,Hillary Clinton,Donald J. Trump,3926,34.84%,6783,60.19%
2016,37117,Hillary Clinton,Donald J. Trump,5846,48.86%,5897,49.29%
2016,37119,Hillary Clinton,Donald J. Trump,294562,62.29%,155518,32.89%
2016,37121,Hillary Clinton,Donald J. Trump,1596,19.71%,6282,77.59%
2016,37123,Hillary Clinton,Donald J. Trump,4150,35.96%,7130,61.79%
2016,37125,Hillary Clinton,Donald J. Trump,16329,33.54%,30490,62.62%
2016,37127,Hillary Clinton,Donald J. Trump,23235,48.75%,23319,48.92%
2016,37129,Hillary Clinton,Donald J. Trump,50979,45.56%,55344,49.46%
2016,37131,Hillary Clinton,Donald J. Trump,6144,62.39%,3582,36.37%
2016,37133,Hillary Clinton,Donald J. Trump,17514,30.65%,37122,64.97%
2016,37135,Hillary Clinton,Donald J. Trump,59923,72.78%,18557,22.54%
2016,37137,Hillary Clinton,Donald J. Trump,2448,35.63%,4258,61.98%
2016,37139,Hillary Clinton,Donald J. Trump,8615,49.54%,8180,47.04%
2016,37141,Hillary Clinton,Donald J. Trump,9354,33.54%,17639,63.26%
2016,37143,Hillary Clinton,Donald J. Trump,2319,34.57%,4177,62.27%
2016,37145,Hillary Clinton,Donald J. Trump,7833,39.93%,11185,57.02%
2016,37147,Hillary Clinton,Donald J. Trump,41824,51.94%,35691,44.32%
2016,37149,Hillary Clinton,Donald J. Trump,3735,34.16%,6768,61.90%
2016,37151,Hillary Clinton,Donald J. Trump,13194,20.43%,49430,76.55%
2016,37153,Hillary Clinton,Donald J. Trump,8501,43.98%,10383,53.72%
2016,37155,Hillary Clinton,Donald J. Trump,19016,46.54%,20762,50.82%
2016,37157,Hillary Clinton,Donald J. Trump,14228,33.65%,26830,63.46%
2016,37159,Hillary Clinton,Donald J. Trump,19400,30.14%,42810,66.51%
2016,37161,Hillary Clinton,Donald J. Trump,7512,24.79%,21871,72.16%
2016,37163,Hillary Clinton,Donald J. Trump,10547,40.68%,14838,57.23%
2016,37165,Hillary Clinton,Donald J. Trump,7319,52.55%,6256,44.92%
2016,37167,Hillary Clinton,Donald J. Trump,7094,23.71%,21964,73.42%
2016,37169,Hillary Clinton,Donald J. Trump,4665,20.69%,17116,75.90%
2016,37171,Hillary Clinton,Donald J. Trump,7488,23.26%,23671,73.52%
2016,37173,Hillary Clinton,Donald J. Trump,2196,35.86%,3565,58.21%
2016,37175,Hillary Clinton,Donald J. Trump,6558,36.70%,10520,58.87%
2016,37177,Hillary Clinton,Donald J. Trump,720,41.40%,975,56.07%
2016,37179,Hillary Clinton,Donald J. Trump,34337,32.48%,66707,63.10%
2016,37181,Hillary Clinton,Donald J. Trump,12229,61.22%,7332,36.70%
2016,37183,Hillary Clinton,Donald J. Trump,302736,57.38%,196082,37.16%
2016,37185,Hillary Clinton,Donald J. Trump,6413,65.16%,3214,32.66%
2016,37187,Hillary Clinton,Donald J. Trump,3510,56.93%,2564,41.59%
2016,37189,Hillary Clinton,Donald J. Trump,14138,47.15%,13697,45.68%
2016,37191,Hillary Clinton,Donald J. Trump,21770,42.95%,27540,54.33%
2016,37193,Hillary Clinton,Donald J. Trump,6638,21.21%,23752,75.89%
2016,37195,Hillary Clinton,Donald J. Trump,19663,51.56%,17531,45.97%
2016,37197,Hillary Clinton,Donald J. Trump,3160,17.93%,13880,78.76%
2016,37199,Hillary Clinton,Donald J. Trump,3196,32.09%,6385,64.11%
2016,38001,Hillary Clinton,Donald J. Trump,216,17.73%,909,74.63%
2016,38003,Hillary Clinton,Donald J. Trump,1597,29.88%,3160,59.13%
2016,38005,Hillary Clinton,Donald J. Trump,842,41.87%,929,46.20%
2016,38007,Hillary Clinton,Donald J. Trump,59,9.75%,495,81.82%
2016,38009,Hillary Clinton,Donald J. Trump,736,21.06%,2494,71.38%
2016,38011,Hillary Clinton,Donald J. Trump,227,12.70%,1446,80.92%
2016,38013,Hillary Clinton,Donald J. Trump,119,11.31%,895,85.08%
2016,38015,Hillary Clinton,Donald J. Trump,10881,22.68%,32532,67.80%
2016,38017,Hillary Clinton,Donald J. Trump,31361,38.80%,39816,49.26%
2016,38019,Hillary Clinton,Donald J. Trump,476,23.73%,1357,67.65%
2016,38021,Hillary Clinton,Donald J. Trump,554,23.02%,1667,69.26%
2016,38023,Hillary Clinton,Donald J. Trump,245,20.10%,867,71.12%
2016,38025,Hillary Clinton,Donald J. Trump,358,15.96%,1771,78.96%
2016,38027,Hillary Clinton,Donald J. Trump,355,28.84%,791,64.26%
2016,38029,Hillary Clinton,Donald J. Trump,215,10.85%,1677,84.65%
2016,38031,Hillary Clinton,Donald J. Trump,347,20.19%,1241,72.19%
2016,38033,Hillary Clinton,Donald J. Trump,99,10.34%,796,83.18%
2016,38035,Hillary Clinton,Donald J. Trump,10851,35.74%,16340,53.81%
2016,38037,Hillary Clinton,Donald J. Trump,185,13.40%,1108,80.23%
2016,38039,Hillary Clinton,Donald J. Trump,298,23.56%,847,66.96%
2016,38041,Hillary Clinton,Donald J. Trump,168,12.96%,1050,81.02%
2016,38043,Hillary Clinton,Donald J. Trump,179,13.01%,1111,80.74%
2016,38045,Hillary Clinton,Donald J. Trump,502,23.34%,1481,68.85%
2016,38047,Hillary Clinton,Donald J. Trump,114,10.68%,888,83.22%
2016,38049,Hillary Clinton,Donald J. Trump,490,17.38%,2050,72.70%
2016,38051,Hillary Clinton,Donald J. Trump,235,16.25%,1100,76.07%
2016,38053,Hillary Clinton,Donald J. Trump,698,14.94%,3670,78.55%
2016,38055,Hillary Clinton,Donald J. Trump,1081,20.34%,3860,72.62%
2016,38057,Hillary Clinton,Donald J. Trump,621,13.26%,3759,80.29%
2016,38059,Hillary Clinton,Donald J. Trump,3080,19.45%,11336,71.60%
2016,38061,Hillary Clinton,Donald J. Trump,1220,29.71%,2582,62.88%
2016,38063,Hillary Clinton,Donald J. Trump,536,31.22%,1025,59.70%
2016,38065,Hillary Clinton,Donald J. Trump,119,11.70%,830,81.61%
2016,38067,Hillary Clinton,Donald J. Trump,681,21.60%,2208,70.03%
2016,38069,Hillary Clinton,Donald J. Trump,431,20.81%,1437,69.39%
2016,38071,Hillary Clinton,Donald J. Trump,1505,28.37%,3217,60.64%
2016,38073,Hillary Clinton,Donald J. Trump,838,35.52%,1210,51.29%
2016,38075,Hillary Clinton,Donald J. Trump,201,15.55%,993,76.80%
2016,38077,Hillary Clinton,Donald J. Trump,2064,27.19%,4767,62.79%
2016,38079,Hillary Clinton,Donald J. Trump,2099,55.90%,1217,32.41%
2016,38081,Hillary Clinton,Donald J. Trump,694,34.75%,1088,54.48%
2016,38083,Hillary Clinton,Donald J. Trump,95,12.07%,650,82.59%
2016,38085,Hillary Clinton,Donald J. Trump,758,61.53%,260,21.10%
2016,38087,Hillary Clinton,Donald J. Trump,43,10.00%,362,84.19%
2016,38089,Hillary Clinton,Donald J. Trump,1753,14.23%,9755,79.17%
2016,38091,Hillary Clinton,Donald J. Trump,361,36.14%,538,53.85%
2016,38093,Hillary Clinton,Donald J. Trump,2498,24.60%,6718,66.15%
2016,38095,Hillary Clinton,Donald J. Trump,305,26.36%,733,63.35%
2016,38097,Hillary Clinton,Donald J. Trump,1241,31.55%,2265,57.59%
2016,38099,Hillary Clinton,Donald J. Trump,1167,25.17%,2995,64.60%
2016,38101,Hillary Clinton,Donald J. Trump,5806,21.18%,18636,67.98%
2016,38103,Hillary Clinton,Donald J. Trump,419,17.58%,1796,75.37%
2016,38105,Hillary Clinton,Donald J. Trump,1735,13.55%,10069,78.62%
2016,39001,Hillary Clinton,Donald J. Trump,2326,20.38%,8659,75.88%
2016,39003,Hillary Clinton,Donald J. Trump,13294,28.75%,30487,65.94%
2016,39005,Hillary Clinton,Donald J. Trump,5740,23.20%,17493,70.72%
2016,39007,Hillary Clinton,Donald J. Trump,15577,37.83%,23318,56.62%
2016,39009,Hillary Clinton,Donald J. Trump,16370,55.10%,11354,38.22%
2016,39011,Hillary Clinton,Donald J. Trump,3980,16.73%,18658,78.41%
2016,39013,Hillary Clinton,Donald J. Trump,8785,28.04%,21108,67.37%
2016,39015,Hillary Clinton,Donald J. Trump,4353,22.12%,14573,74.04%
2016,39017,Hillary Clinton,Donald J. Trump,58642,33.51%,106976,61.13%
2016,39019,Hillary Clinton,Donald J. Trump,3154,23.99%,9254,70.38%
2016,39021,Hillary Clinton,Donald J. Trump,4594,25.18%,12631,69.24%
2016,39023,Hillary Clinton,Donald J. Trump,23328,37.69%,35205,56.88%
2016,39025,Hillary Clinton,Donald J. Trump,26715,26.72%,67518,67.54%
2016,39027,Hillary Clinton,Donald J. Trump,4066,21.67%,13838,73.74%
2016,39029,Hillary Clinton,Donald J. Trump,12432,26.74%,31676,68.13%
2016,39031,Hillary Clinton,Donald J. Trump,4013,25.63%,10785,68.87%
2016,39033,Hillary Clinton,Donald J. Trump,4625,23.93%,13611,70.42%
2016,39035,Hillary Clinton,Donald J. Trump,398276,65.41%,184212,30.25%
2016,39037,Hillary Clinton,Donald J. Trump,4470,17.46%,20012,78.17%
2016,39039,Hillary Clinton,Donald J. Trump,5368,29.26%,11688,63.70%
2016,39041,Hillary Clinton,Donald J. Trump,40872,38.69%,57568,54.50%
2016,39043,Hillary Clinton,Donald J. Trump,16057,42.41%,19648,51.89%
2016,39045,Hillary Clinton,Donald J. Trump,24881,33.83%,44314,60.25%
2016,39047,Hillary Clinton,Donald J. Trump,2739,24.39%,7995,71.18%
2016,39049,Hillary Clinton,Donald J. Trump,351198,59.78%,199331,33.93%
2016,39051,Hillary Clinton,Donald J. Trump,6069,28.42%,13709,64.20%
2016,39053,Hillary Clinton,Donald J. Trump,2628,20.21%,9822,75.53%
2016,39055,Hillary Clinton,Donald J. Trump,17569,34.68%,30227,59.66%
2016,39057,Hillary Clinton,Donald J. Trump,28943,34.90%,48540,58.53%
2016,39059,Hillary Clinton,Donald J. Trump,4359,26.18%,11445,68.75%
2016,39061,Hillary Clinton,Donald J. Trump,215719,52.73%,173665,42.45%
2016,39063,Hillary Clinton,Donald J. Trump,9609,26.52%,24183,66.74%
2016,39065,Hillary Clinton,Donald J. Trump,2920,23.64%,8717,70.56%
2016,39067,Hillary Clinton,Donald J. Trump,1688,23.76%,5098,71.75%
2016,39069,Hillary Clinton,Donald J. Trump,3756,26.73%,9301,66.19%
2016,39071,Hillary Clinton,Donald J. Trump,3773,20.30%,14020,75.43%
2016,39073,Hillary Clinton,Donald J. Trump,3775,29.20%,8497,65.72%
2016,39075,Hillary Clinton,Donald J. Trump,1788,16.10%,8720,78.52%
2016,39077,Hillary Clinton,Donald J. Trump,7192,28.77%,16226,64.90%
2016,39079,Hillary Clinton,Donald J. Trump,3226,23.42%,9949,72.22%
2016,39081,Hillary Clinton,Donald J. Trump,9675,29.85%,21117,65.15%
2016,39083,Hillary Clinton,Donald J. Trump,8171,28.25%,19131,66.14%
2016,39085,Hillary Clinton,Donald J. Trump,46397,39.59%,64255,54.83%
2016,39087,Hillary Clinton,Donald J. Trump,6974,26.03%,18689,69.76%
2016,39089,Hillary Clinton,Donald J. Trump,27376,32.74%,51241,61.28%
2016,39091,Hillary Clinton,Donald J. Trump,4647,21.40%,15957,73.49%
2016,39093,Hillary Clinton,Donald J. Trump,66949,47.63%,66818,47.54%
2016,39095,Hillary Clinton,Donald J. Trump,110833,55.74%,75698,38.07%
2016,39097,Hillary Clinton,Donald J. Trump,4779,27.43%,11631,66.76%
2016,39099,Hillary Clinton,Donald J. Trump,57381,49.48%,53616,46.23%
2016,39101,Hillary Clinton,Donald J. Trump,7928,29.94%,16961,64.06%
2016,39103,Hillary Clinton,Donald J. Trump,32182,34.92%,54810,59.47%
2016,39105,Hillary Clinton,Donald J. Trump,2260,22.51%,7309,72.79%
2016,39107,Hillary Clinton,Donald J. Trump,3384,15.51%,17506,80.24%
2016,39109,Hillary Clinton,Donald J. Trump,13120,24.71%,37079,69.84%
2016,39111,Hillary Clinton,Donald J. Trump,1662,24.25%,4868,71.03%
2016,39113,Hillary Clinton,Donald J. Trump,122016,46.95%,123909,47.68%
2016,39115,Hillary Clinton,Donald J. Trump,1736,26.80%,4431,68.41%
2016,39117,Hillary Clinton,Donald J. Trump,3761,22.54%,11948,71.60%
2016,39119,Hillary Clinton,Donald J. Trump,11123,29.86%,24056,64.59%
2016,39121,Hillary Clinton,Donald J. Trump,1221,20.22%,4549,75.33%
2016,39123,Hillary Clinton,Donald J. Trump,8285,37.01%,12653,56.52%
2016,39125,Hillary Clinton,Donald J. Trump,2093,23.01%,6500,71.47%
2016,39127,Hillary Clinton,Donald J. Trump,4138,27.40%,10228,67.73%
2016,39129,Hillary Clinton,Donald J. Trump,6529,26.21%,17076,68.55%
2016,39131,Hillary Clinton,Donald J. Trump,3539,29.61%,7902,66.12%
2016,39133,Hillary Clinton,Donald J. Trump,32397,42.20%,39971,52.07%
2016,39135,Hillary Clinton,Donald J. Trump,4325,20.91%,15446,74.69%
2016,39137,Hillary Clinton,Donald J. Trump,2922,15.50%,14961,79.34%
2016,39139,Hillary Clinton,Donald J. Trump,16085,29.02%,36590,66.02%
2016,39141,Hillary Clinton,Donald J. Trump,10356,33.88%,18652,61.02%
2016,39143,Hillary Clinton,Donald J. Trump,9929,35.10%,16316,57.68%
2016,39145,Hillary Clinton,Donald J. Trump,9132,29.46%,20550,66.28%
2016,39147,Hillary Clinton,Donald J. Trump,7404,30.62%,14825,61.30%
2016,39149,Hillary Clinton,Donald J. Trump,4243,17.81%,18590,78.01%
2016,39151,Hillary Clinton,Donald J. Trump,68146,38.68%,98388,55.85%
2016,39153,Hillary Clinton,Donald J. Trump,134256,51.57%,112026,43.03%
2016,39155,Hillary Clinton,Donald J. Trump,43014,44.49%,49024,50.71%
2016,39157,Hillary Clinton,Donald J. Trump,12188,29.29%,26918,64.70%
2016,39159,Hillary Clinton,Donald J. Trump,7718,27.87%,18096,65.34%
2016,39161,Hillary Clinton,Donald J. Trump,2697,19.59%,10469,76.03%
2016,39163,Hillary Clinton,Donald J. Trump,1351,24.39%,3883,70.09%
2016,39165,Hillary Clinton,Donald J. Trump,33730,28.51%,77643,65.63%
2016,39167,Hillary Clinton,Donald J. Trump,8026,26.63%,20514,68.07%
2016,39169,Hillary Clinton,Donald J. Trump,15031,29.93%,32270,64.26%
2016,39171,Hillary Clinton,Donald J. Trump,4358,25.18%,11939,68.98%
2016,39173,Hillary Clinton,Donald J. Trump,27318,42.14%,32498,50.13%
2016,39175,Hillary Clinton,Donald J. Trump,2515,23.64%,7468,70.20%
2016,40001,Hillary Clinton,Donald J. Trump,1382,21.22%,4787,73.50%
2016,40003,Hillary Clinton,Donald J. Trump,216,9.57%,1933,85.61%
2016,40005,Hillary Clinton,Donald J. Trump,795,15.84%,4084,81.39%
2016,40007,Hillary Clinton,Donald J. Trump,176,7.85%,1993,88.85%
2016,40009,Hillary Clinton,Donald J. Trump,960,12.71%,6308,83.53%
2016,40011,Hillary Clinton,Donald J. Trump,711,18.75%,2884,76.03%
2016,40013,Hillary Clinton,Donald J. Trump,2804,20.29%,10478,75.83%
2016,40015,Hillary Clinton,Donald J. Trump,2420,25.89%,6482,69.34%
2016,40017,Hillary Clinton,Donald J. Trump,11674,21.12%,39986,72.34%
2016,40019,Hillary Clinton,Donald J. Trump,4002,21.59%,13752,74.20%
2016,40021,Hillary Clinton,Donald J. Trump,5456,33.09%,9994,60.61%
2016,40023,Hillary Clinton,Donald J. Trump,1067,19.66%,4206,77.52%
2016,40025,Hillary Clinton,Donald J. Trump,71,6.58%,963,89.25%
2016,40027,Hillary Clinton,Donald J. Trump,38829,35.48%,62538,57.14%
2016,40029,Hillary Clinton,Donald J. Trump,411,17.13%,1898,79.12%
2016,40031,Hillary Clinton,Donald J. Trump,11463,35.20%,19183,58.91%
2016,40033,Hillary Clinton,Donald J. Trump,424,16.30%,2054,78.94%
2016,40035,Hillary Clinton,Donald J. Trump,1252,21.64%,4283,74.04%
2016,40037,Hillary Clinton,Donald J. Trump,5841,20.26%,21575,74.84%
2016,40039,Hillary Clinton,Donald J. Trump,2104,19.96%,7826,74.24%
2016,40041,Hillary Clinton,Donald J. Trump,3311,21.07%,11826,75.25%
2016,40043,Hillary Clinton,Donald J. Trump,222,9.88%,1965,87.41%
2016,40045,Hillary Clinton,Donald J. Trump,155,8.48%,1611,88.18%
2016,40047,Hillary Clinton,Donald J. Trump,4397,20.25%,16009,73.74%
2016,40049,Hillary Clinton,Donald J. Trump,1855,17.59%,8253,78.26%
2016,40051,Hillary Clinton,Donald J. Trump,3882,17.42%,17316,77.70%
2016,40053,Hillary Clinton,Donald J. Trump,288,13.08%,1827,83.01%
2016,40055,Hillary Clinton,Donald J. Trump,323,17.04%,1482,78.16%
2016,40057,Hillary Clinton,Donald J. Trump,225,23.03%,715,73.18%
2016,40059,Hillary Clinton,Donald J. Trump,134,8.94%,1318,87.93%
2016,40061,Hillary Clinton,Donald J. Trump,882,18.62%,3701,78.11%
2016,40063,Hillary Clinton,Donald J. Trump,961,21.23%,3388,74.86%
2016,40065,Hillary Clinton,Donald J. Trump,1473,18.87%,5969,76.47%
2016,40067,Hillary Clinton,Donald J. Trump,365,15.53%,1910,81.28%
2016,40069,Hillary Clinton,Donald J. Trump,786,19.56%,3093,76.98%
2016,40071,Hillary Clinton,Donald J. Trump,3738,22.25%,12172,72.44%
2016,40073,Hillary Clinton,Donald J. Trump,786,12.82%,5156,84.10%
2016,40075,Hillary Clinton,Donald J. Trump,767,21.96%,2596,74.32%
2016,40077,Hillary Clinton,Donald J. Trump,797,19.65%,3100,76.43%
2016,40079,Hillary Clinton,Donald J. Trump,3250,18.87%,13362,77.59%
2016,40081,Hillary Clinton,Donald J. Trump,2430,17.33%,10854,77.39%
2016,40083,Hillary Clinton,Donald J. Trump,4248,22.38%,13633,71.83%
2016,40085,Hillary Clinton,Donald J. Trump,735,19.40%,2922,77.12%
2016,40087,Hillary Clinton,Donald J. Trump,2894,17.17%,13169,78.12%
2016,40089,Hillary Clinton,Donald J. Trump,1802,16.80%,8656,80.70%
2016,40091,Hillary Clinton,Donald J. Trump,2123,26.66%,5505,69.13%
2016,40093,Hillary Clinton,Donald J. Trump,310,9.10%,2948,86.53%
2016,40095,Hillary Clinton,Donald J. Trump,1096,19.96%,4206,76.58%
2016,40097,Hillary Clinton,Donald J. Trump,3423,21.78%,11555,73.52%
2016,40099,Hillary Clinton,Donald J. Trump,1087,19.66%,4175,75.52%
2016,40101,Hillary Clinton,Donald J. Trump,7977,32.94%,15043,62.12%
2016,40103,Hillary Clinton,Donald J. Trump,901,18.47%,3715,76.16%
2016,40105,Hillary Clinton,Donald J. Trump,742,17.51%,3321,78.38%
2016,40107,Hillary Clinton,Donald J. Trump,943,23.92%,2800,71.01%
2016,40109,Hillary Clinton,Donald J. Trump,112813,41.18%,141569,51.68%
2016,40111,Hillary Clinton,Donald J. Trump,4385,31.44%,8944,64.12%
2016,40113,Hillary Clinton,Donald J. Trump,5597,29.51%,12577,66.31%
2016,40115,Hillary Clinton,Donald J. Trump,2584,24.17%,7631,71.38%
2016,40117,Hillary Clinton,Donald J. Trump,1344,21.12%,4729,74.31%
2016,40119,Hillary Clinton,Donald J. Trump,8788,31.66%,16651,59.98%
2016,40121,Hillary Clinton,Donald J. Trump,3711,21.49%,12753,73.84%
2016,40123,Hillary Clinton,Donald J. Trump,3637,24.52%,10431,70.33%
2016,40125,Hillary Clinton,Donald J. Trump,6015,23.63%,17848,70.12%
2016,40127,Hillary Clinton,Donald J. Trump,748,16.69%,3581,79.88%
2016,40129,Hillary Clinton,Donald J. Trump,151,8.58%,1547,87.95%
2016,40131,Hillary Clinton,Donald J. Trump,7902,19.34%,30913,75.65%
2016,40133,Hillary Clinton,Donald J. Trump,2071,25.77%,5613,69.84%
2016,40135,Hillary Clinton,Donald J. Trump,3061,21.20%,10888,75.42%
2016,40137,Hillary Clinton,Donald J. Trump,3086,17.24%,14182,79.21%
2016,40139,Hillary Clinton,Donald J. Trump,858,14.84%,4621,79.95%
2016,40141,Hillary Clinton,Donald J. Trump,657,24.28%,1944,71.84%
2016,40143,Hillary Clinton,Donald J. Trump,87847,35.56%,144258,58.39%
2016,40145,Hillary Clinton,Donald J. Trump,6723,21.48%,23005,73.50%
2016,40147,Hillary Clinton,Donald J. Trump,5048,22.71%,15825,71.21%
2016,40149,Hillary Clinton,Donald J. Trump,588,12.70%,3854,83.22%
2016,40151,Hillary Clinton,Donald J. Trump,522,14.23%,2947,80.34%
2016,40153,Hillary Clinton,Donald J. Trump,873,11.49%,6347,83.57%
2016,41001,Hillary Clinton,Donald J. Trump,1797,20.47%,6218,70.83%
2016,41003,Hillary Clinton,Donald J. Trump,29193,59.88%,13445,27.58%
2016,41005,Hillary Clinton,Donald J. Trump,102095,47.70%,88392,41.30%
2016,41007,Hillary Clinton,Donald J. Trump,9252,47.05%,8138,41.39%
2016,41009,Hillary Clinton,Donald J. Trump,10167,38.20%,13217,49.65%
2016,41011,Hillary Clinton,Donald J. Trump,10448,33.37%,17865,57.05%
2016,41013,Hillary Clinton,Donald J. Trump,2637,21.66%,8511,69.92%
2016,41015,Hillary Clinton,Donald J. Trump,4300,34.10%,7212,57.19%
2016,41017,Hillary Clinton,Donald J. Trump,42444,43.07%,45692,46.36%
2016,41019,Hillary Clinton,Donald J. Trump,14096,26.34%,34582,64.61%
2016,41021,Hillary Clinton,Donald J. Trump,239,23.45%,671,65.85%
2016,41023,Hillary Clinton,Donald J. Trump,739,17.03%,3210,73.96%
2016,41025,Hillary Clinton,Donald J. Trump,683,17.19%,2912,73.28%
2016,41027,Hillary Clinton,Donald J. Trump,6510,59.67%,3272,29.99%
2016,41029,Hillary Clinton,Donald J. Trump,44447,40.66%,53870,49.27%
2016,41031,Hillary Clinton,Donald J. Trump,2980,31.50%,5483,57.97%
2016,41033,Hillary Clinton,Donald J. Trump,13453,30.19%,26923,60.42%
2016,41035,Hillary Clinton,Donald J. Trump,7210,23.63%,20435,66.98%
2016,41037,Hillary Clinton,Donald J. Trump,639,16.26%,3022,76.90%
2016,41039,Hillary Clinton,Donald J. Trump,102753,53.53%,67141,34.98%
2016,41041,Hillary Clinton,Donald J. Trump,12501,49.50%,10039,39.75%
2016,41043,Hillary Clinton,Donald J. Trump,17995,30.65%,33488,57.03%
2016,41045,Hillary Clinton,Donald J. Trump,2246,21.52%,7194,68.94%
2016,41047,Hillary Clinton,Donald J. Trump,57788,42.23%,63377,46.31%
2016,41049,Hillary Clinton,Donald J. Trump,1017,24.41%,2721,65.30%
2016,41051,Hillary Clinton,Donald J. Trump,292561,73.30%,67954,17.03%
2016,41053,Hillary Clinton,Donald J. Trump,16420,40.75%,18940,47.00%
2016,41055,Hillary Clinton,Donald J. Trump,202,19.86%,732,71.98%
2016,41057,Hillary Clinton,Donald J. Trump,5768,41.79%,6538,47.37%
2016,41059,Hillary Clinton,Donald J. Trump,7673,27.80%,17059,61.81%
2016,41061,Hillary Clinton,Donald J. Trump,3249,25.05%,8431,65.01%
2016,41063,Hillary Clinton,Donald J. Trump,1116,25.56%,2848,65.23%
2016,41065,Hillary Clinton,Donald J. Trump,4781,39.96%,5833,48.75%
2016,41067,Hillary Clinton,Donald J. Trump,153251,56.92%,83197,30.90%
2016,41069,Hillary Clinton,Donald J. Trump,155,18.95%,591,72.25%
2016,41071,Hillary Clinton,Donald J. Trump,19301,39.59%,23250,47.69%
2016,42001,Hillary Clinton,Donald J. Trump,14219,29.63%,31423,65.48%
2016,42003,Hillary Clinton,Donald J. Trump,367617,55.94%,259480,39.48%
2016,42005,Hillary Clinton,Donald J. Trump,7178,22.53%,23484,73.70%
2016,42007,Hillary Clinton,Donald J. Trump,32531,38.52%,48167,57.03%
2016,42009,Hillary Clinton,Donald J. Trump,3645,15.40%,19552,82.59%
2016,42011,Hillary Clinton,Donald J. Trump,78437,42.61%,96626,52.49%
2016,42013,Hillary Clinton,Donald J. Trump,13958,25.22%,39135,70.72%
2016,42015,Hillary Clinton,Donald J. Trump,6369,24.51%,18141,69.81%
2016,42017,Hillary Clinton,Donald J. Trump,167060,48.42%,164361,47.64%
2016,42019,Hillary Clinton,Donald J. Trump,28586,29.15%,64431,65.71%
2016,42021,Hillary Clinton,Donald J. Trump,18867,29.67%,42258,66.45%
2016,42023,Hillary Clinton,Donald J. Trump,531,24.03%,1589,71.90%
2016,42025,Hillary Clinton,Donald J. Trump,8936,30.82%,18743,64.65%
2016,42027,Hillary Clinton,Donald J. Trump,37088,47.97%,35274,45.63%
2016,42029,Hillary Clinton,Donald J. Trump,141682,51.90%,116114,42.53%
2016,42031,Hillary Clinton,Donald J. Trump,4273,24.20%,12576,71.21%
2016,42033,Hillary Clinton,Donald J. Trump,8200,23.73%,24932,72.16%
2016,42035,Hillary Clinton,Donald J. Trump,4744,30.60%,10022,64.64%
2016,42037,Hillary Clinton,Donald J. Trump,8934,31.34%,18004,63.16%
2016,42039,Hillary Clinton,Donald J. Trump,10971,29.01%,24987,66.08%
2016,42041,Hillary Clinton,Donald J. Trump,47085,38.13%,69076,55.94%
2016,42043,Hillary Clinton,Donald J. Trump,64706,49.10%,60863,46.18%
2016,42045,Hillary Clinton,Donald J. Trump,177402,59.27%,110667,36.97%
2016,42047,Hillary Clinton,Donald J. Trump,3853,26.49%,10025,68.91%
2016,42049,Hillary Clinton,Donald J. Trump,58112,46.44%,60069,48.01%
2016,42051,Hillary Clinton,Donald J. Trump,17946,33.17%,34590,63.94%
2016,42053,Hillary Clinton,Donald J. Trump,626,25.87%,1684,69.59%
2016,42055,Hillary Clinton,Donald J. Trump,17465,24.77%,49768,70.59%
2016,42057,Hillary Clinton,Donald J. Trump,912,13.37%,5694,83.47%
2016,42059,Hillary Clinton,Donald J. Trump,4482,28.25%,10849,68.37%
2016,42061,Hillary Clinton,Donald J. Trump,4539,22.85%,14494,72.96%
2016,42063,Hillary Clinton,Donald J. Trump,11528,30.24%,24888,65.29%
2016,42065,Hillary Clinton,Donald J. Trump,3650,18.63%,15192,77.53%
2016,42067,Hillary Clinton,Donald J. Trump,1821,17.27%,8273,78.45%
2016,42069,Hillary Clinton,Donald J. Trump,51983,49.79%,48384,46.34%
2016,42071,Hillary Clinton,Donald J. Trump,91093,37.21%,137914,56.33%
2016,42073,Hillary Clinton,Donald J. Trump,14009,34.11%,25428,61.90%
2016,42075,Hillary Clinton,Donald J. Trump,18953,30.32%,40525,64.84%
2016,42077,Hillary Clinton,Donald J. Trump,81324,49.97%,73690,45.28%
2016,42079,Hillary Clinton,Donald J. Trump,52451,38.60%,78688,57.90%
2016,42081,Hillary Clinton,Donald J. Trump,13020,25.46%,35627,69.68%
2016,42083,Hillary Clinton,Donald J. Trump,4025,24.45%,11635,70.67%
2016,42085,Hillary Clinton,Donald J. Trump,18733,35.45%,31544,59.70%
2016,42087,Hillary Clinton,Donald J. Trump,3877,20.71%,14094,75.28%
