year,county,dem,rep,dem_v,dem_s,rep_v,rep_s
2016,48237,Hillary Clinton,Donald J. Trump,314,9.37%,2973,88.75%
2016,48239,Hillary Clinton,Donald J. Trump,904,17.05%,4266,80.46%
2016,48241,Hillary Clinton,Donald J. Trump,2590,19.30%,10609,79.06%
2016,48243,Hillary Clinton,Donald J. Trump,422,35.43%,695,58.35%
2016,48245,Hillary Clinton,Donald J. Trump,42443,48.44%,42862,48.92%
2016,48247,Hillary Clinton,Donald J. Trump,1635,77.16%,430,20.29%
2016,48249,Hillary Clinton,Donald J. Trump,6694,54.08%,5420,43.78%
2016,48251,Hillary Clinton,Donald J. Trump,10988,19.07%,44382,77.04%
2016,48253,Hillary Clinton,Donald J. Trump,936,15.70%,4819,80.86%
2016,48255,Hillary Clinton,Donald J. Trump,1145,27.27%,2965,70.63%
2016,48257,Hillary Clinton,Donald J. Trump,10278,24.91%,29587,71.70%
2016,48259,Hillary Clinton,Donald J. Trump,3643,17.96%,15700,77.40%
2016,48261,Hillary Clinton,Donald J. Trump,99,53.23%,84,45.16%
2016,48263,Hillary Clinton,Donald J. Trump,59,13.59%,360,82.95%
2016,48265,Hillary Clinton,Donald J. Trump,4681,20.09%,17727,76.09%
2016,48267,Hillary Clinton,Donald J. Trump,206,10.55%,1697,86.94%
2016,48269,Hillary Clinton,Donald J. Trump,5,3.14%,149,93.71%
2016,48271,Hillary Clinton,Donald J. Trump,458,32.03%,936,65.45%
2016,48273,Hillary Clinton,Donald J. Trump,4716,49.19%,4367,45.55%
2016,48275,Hillary Clinton,Donald J. Trump,247,18.07%,1078,78.86%
2016,48277,Hillary Clinton,Donald J. Trump,3583,19.15%,14561,77.81%
2016,48279,Hillary Clinton,Donald J. Trump,771,19.30%,3111,77.87%
2016,48281,Hillary Clinton,Donald J. Trump,1483,18.07%,6385,77.82%
2016,48283,Hillary Clinton,Donald J. Trump,1129,54.83%,872,42.35%
2016,48285,Hillary Clinton,Donald J. Trump,1170,13.50%,7347,84.79%
2016,48287,Hillary Clinton,Donald J. Trump,1372,20.92%,4997,76.20%
2016,48289,Hillary Clinton,Donald J. Trump,909,12.22%,6391,85.91%
2016,48291,Hillary Clinton,Donald J. Trump,4862,20.04%,18892,77.85%
2016,48293,Hillary Clinton,Donald J. Trump,1778,22.97%,5796,74.89%
2016,48295,Hillary Clinton,Donald J. Trump,135,10.14%,1159,87.01%
2016,48297,Hillary Clinton,Donald J. Trump,742,17.25%,3464,80.52%
2016,48299,Hillary Clinton,Donald J. Trump,1825,17.47%,8299,79.44%
2016,48301,Hillary Clinton,Donald J. Trump,4,6.15%,58,89.23%
2016,48303,Hillary Clinton,Donald J. Trump,28023,28.30%,65651,66.31%
2016,48305,Hillary Clinton,Donald J. Trump,403,20.06%,1546,76.95%
2016,48307,Hillary Clinton,Donald J. Trump,482,15.53%,2552,82.24%
2016,48309,Hillary Clinton,Donald J. Trump,27063,34.22%,48260,61.03%
2016,48311,Hillary Clinton,Donald J. Trump,40,8.02%,454,90.98%
2016,48313,Hillary Clinton,Donald J. Trump,881,20.54%,3351,78.13%
2016,48315,Hillary Clinton,Donald J. Trump,1165,27.49%,2983,70.39%
2016,48317,Hillary Clinton,Donald J. Trump,266,15.10%,1455,82.58%
2016,48319,Hillary Clinton,Donald J. Trump,354,17.21%,1656,80.51%
2016,48321,Hillary Clinton,Donald J. Trump,3500,28.70%,8366,68.60%
2016,48323,Hillary Clinton,Donald J. Trump,10397,76.52%,2816,20.72%
2016,48325,Hillary Clinton,Donald J. Trump,4634,26.87%,12085,70.07%
2016,48327,Hillary Clinton,Donald J. Trump,154,17.82%,682,78.94%
2016,48329,Hillary Clinton,Donald J. Trump,10025,20.37%,36973,75.13%
2016,48331,Hillary Clinton,Donald J. Trump,2051,23.67%,6364,73.45%
2016,48333,Hillary Clinton,Donald J. Trump,243,10.82%,1951,86.90%
2016,48335,Hillary Clinton,Donald J. Trump,354,16.12%,1780,81.06%
2016,48337,Hillary Clinton,Donald J. Trump,885,10.29%,7526,87.47%
2016,48339,Hillary Clinton,Donald J. Trump,45835,22.26%,150314,73.00%
2016,48341,Hillary Clinton,Donald J. Trump,1098,20.78%,3977,75.26%
2016,48343,Hillary Clinton,Donald J. Trump,1425,28.65%,3446,69.29%
2016,48345,Hillary Clinton,Donald J. Trump,40,6.50%,566,92.03%
2016,48347,Hillary Clinton,Donald J. Trump,6846,30.26%,14771,65.29%
2016,48349,Hillary Clinton,Donald J. Trump,4002,24.35%,11994,72.99%
2016,48351,Hillary Clinton,Donald J. Trump,1156,20.89%,4288,77.48%
2016,48353,Hillary Clinton,Donald J. Trump,1029,21.19%,3552,73.13%
2016,48355,Hillary Clinton,Donald J. Trump,49198,47.12%,50766,48.62%
2016,48357,Hillary Clinton,Donald J. Trump,274,9.13%,2628,87.54%
2016,48359,Hillary Clinton,Donald J. Trump,78,8.18%,850,89.19%
2016,48361,Hillary Clinton,Donald J. Trump,5735,17.92%,25513,79.73%
2016,48363,Hillary Clinton,Donald J. Trump,1708,16.63%,8284,80.66%
2016,48365,Hillary Clinton,Donald J. Trump,1835,17.62%,8445,81.08%
2016,48367,Hillary Clinton,Donald J. Trump,8344,14.69%,46473,81.79%
2016,48369,Hillary Clinton,Donald J. Trump,485,19.67%,1915,77.66%
2016,48371,Hillary Clinton,Donald J. Trump,1554,37.13%,2468,58.97%
2016,48373,Hillary Clinton,Donald J. Trump,4187,21.09%,15176,76.45%
2016,48375,Hillary Clinton,Donald J. Trump,7657,26.56%,19630,68.09%
2016,48377,Hillary Clinton,Donald J. Trump,1458,66.03%,652,29.53%
2016,48379,Hillary Clinton,Donald J. Trump,628,13.36%,3968,84.41%
2016,48381,Hillary Clinton,Donald J. Trump,8367,15.41%,43462,80.03%
2016,48383,Hillary Clinton,Donald J. Trump,167,18.47%,709,78.43%
2016,48385,Hillary Clinton,Donald J. Trump,262,15.59%,1382,82.21%
2016,48387,Hillary Clinton,Donald J. Trump,1149,22.26%,3926,76.07%
2016,48389,Hillary Clinton,Donald J. Trump,1659,52.10%,1417,44.50%
2016,48391,Hillary Clinton,Donald J. Trump,1034,35.07%,1830,62.08%
2016,48393,Hillary Clinton,Donald J. Trump,20,3.61%,524,94.58%
2016,48395,Hillary Clinton,Donald J. Trump,2203,31.31%,4668,66.35%
2016,48397,Hillary Clinton,Donald J. Trump,9655,24.03%,28451,70.81%
2016,48399,Hillary Clinton,Donald J. Trump,453,11.98%,3250,85.93%
2016,48401,Hillary Clinton,Donald J. Trump,3935,20.57%,14675,76.70%
2016,48403,Hillary Clinton,Donald J. Trump,614,13.20%,3998,85.96%
2016,48405,Hillary Clinton,Donald J. Trump,910,25.50%,2622,73.47%
2016,48407,Hillary Clinton,Donald J. Trump,2038,19.70%,8059,77.92%
2016,48409,Hillary Clinton,Donald J. Trump,7871,36.35%,13030,60.17%
2016,48411,Hillary Clinton,Donald J. Trump,293,12.43%,2025,85.91%
2016,48413,Hillary Clinton,Donald J. Trump,208,19.64%,821,77.53%
2016,48415,Hillary Clinton,Donald J. Trump,733,13.80%,4410,83.02%
2016,48417,Hillary Clinton,Donald J. Trump,103,6.85%,1378,91.62%
2016,48419,Hillary Clinton,Donald J. Trump,1758,19.35%,7179,79.01%
2016,48421,Hillary Clinton,Donald J. Trump,96,10.27%,807,86.31%
2016,48423,Hillary Clinton,Donald J. Trump,22300,26.31%,58930,69.52%
2016,48425,Hillary Clinton,Donald J. Trump,541,13.88%,3206,82.27%
2016,48427,Hillary Clinton,Donald J. Trump,9289,79.12%,2224,18.94%
2016,48429,Hillary Clinton,Donald J. Trump,348,10.03%,3034,87.44%
2016,48431,Hillary Clinton,Donald J. Trump,70,11.06%,549,86.73%
2016,48433,Hillary Clinton,Donald J. Trump,135,19.26%,555,79.17%
2016,48435,Hillary Clinton,Donald J. Trump,313,22.10%,1075,75.92%
2016,48437,Hillary Clinton,Donald J. Trump,462,20.96%,1671,75.82%
2016,48439,Hillary Clinton,Donald J. Trump,288392,43.14%,345921,51.74%
2016,48441,Hillary Clinton,Donald J. Trump,10085,22.04%,33250,72.66%
2016,48443,Hillary Clinton,Donald J. Trump,140,31.96%,288,65.75%
2016,48445,Hillary Clinton,Donald J. Trump,753,22.44%,2459,73.29%
2016,48447,Hillary Clinton,Donald J. Trump,84,10.40%,715,88.49%
2016,48449,Hillary Clinton,Donald J. Trump,2597,27.57%,6511,69.13%
2016,48451,Hillary Clinton,Donald J. Trump,9173,23.84%,27494,71.45%
2016,48453,Hillary Clinton,Donald J. Trump,308260,65.77%,127209,27.14%
2016,48455,Hillary Clinton,Donald J. Trump,1154,19.28%,4737,79.15%
2016,48457,Hillary Clinton,Donald J. Trump,1248,15.57%,6624,82.63%
2016,48459,Hillary Clinton,Donald J. Trump,2380,14.86%,13209,82.49%
2016,48461,Hillary Clinton,Donald J. Trump,286,21.23%,1007,74.76%
2016,48463,Hillary Clinton,Donald J. Trump,3867,43.14%,4835,53.94%
2016,48465,Hillary Clinton,Donald J. Trump,6964,51.14%,5890,43.25%
2016,48467,Hillary Clinton,Donald J. Trump,2799,12.79%,18473,84.39%
2016,48469,Hillary Clinton,Donald J. Trump,8866,28.30%,21275,67.92%
2016,48471,Hillary Clinton,Donald J. Trump,6091,30.77%,12884,65.08%
2016,48473,Hillary Clinton,Donald J. Trump,5748,34.25%,10531,62.74%
2016,48475,Hillary Clinton,Donald J. Trump,783,22.73%,2547,73.93%
2016,48477,Hillary Clinton,Donald J. Trump,3382,22.80%,10945,73.79%
2016,48479,Hillary Clinton,Donald J. Trump,42307,73.47%,12947,22.48%
2016,48481,Hillary Clinton,Donald J. Trump,4238,28.77%,10149,68.89%
2016,48483,Hillary Clinton,Donald J. Trump,194,8.41%,2087,90.50%
2016,48485,Hillary Clinton,Donald J. Trump,8770,23.01%,27631,72.49%
2016,48487,Hillary Clinton,Donald J. Trump,809,19.71%,3166,77.13%
2016,48489,Hillary Clinton,Donald J. Trump,3422,67.16%,1547,30.36%
2016,48491,Hillary Clinton,Donald J. Trump,84468,41.27%,104175,50.90%
2016,48493,Hillary Clinton,Donald J. Trump,4790,24.70%,13998,72.17%
2016,48495,Hillary Clinton,Donald J. Trump,420,22.39%,1403,74.79%
2016,48497,Hillary Clinton,Donald J. Trump,3412,13.77%,20670,83.43%
2016,48499,Hillary Clinton,Donald J. Trump,2630,14.04%,15700,83.84%
2016,48501,Hillary Clinton,Donald J. Trump,426,18.50%,1797,78.03%
2016,48503,Hillary Clinton,Donald J. Trump,876,11.37%,6601,85.65%
2016,48505,Hillary Clinton,Donald J. Trump,2063,65.66%,1029,32.75%
2016,48507,Hillary Clinton,Donald J. Trump,2636,77.62%,694,20.44%
2016,49001,Evan McMullin,Donald J. Trump,323,12.89%,1838,73.37%
2016,49003,Evan McMullin,Donald J. Trump,4257,21.42%,12230,61.53%
2016,49005,Evan McMullin,Donald J. Trump,13695,29.31%,21139,45.25%
2016,49007,Hillary Clinton,Donald J. Trump,1717,21.47%,5275,65.95%
2016,49009,Hillary Clinton,Donald J. Trump,77,16.14%,331,69.39%
2016,49011,Evan McMullin,Donald J. Trump,39735,28.32%,62219,44.35%
2016,49013,Evan McMullin,Donald J. Trump,730,10.45%,5508,78.82%
2016,49015,Hillary Clinton,Donald J. Trump,380,8.81%,3425,79.37%
2016,49017,Hillary Clinton,Donald J. Trump,358,15.15%,1606,67.96%
2016,49019,Hillary Clinton,Donald J. Trump,1960,42.60%,1975,42.93%
2016,49021,Evan McMullin,Donald J. Trump,2752,15.43%,11561,64.84%
2016,49023,Evan McMullin,Donald J. Trump,762,18.05%,2827,66.97%
2016,49025,Hillary Clinton,Donald J. Trump,741,20.94%,2265,64.02%
2016,49027,Evan McMullin,Donald J. Trump,719,13.65%,3860,73.26%
2016,49029,Evan McMullin,Donald J. Trump,1198,22.94%,3188,61.05%
2016,49031,Hillary Clinton,Donald J. Trump,47,6.44%,626,85.75%
2016,49033,Evan McMullin,Donald J. Trump,174,15.56%,797,71.29%
2016,49035,Hillary Clinton,Donald J. Trump,175863,41.50%,138043,32.58%
2016,49037,Hillary Clinton,Donald J. Trump,2042,36.90%,2645,47.80%
2016,49039,Evan McMullin,Donald J. Trump,2038,19.89%,6673,65.12%
2016,49041,Evan McMullin,Donald J. Trump,916,10.53%,6740,77.52%
2016,49043,Hillary Clinton,Donald J. Trump,10503,50.29%,7333,35.11%
2016,49045,Evan McMullin,Donald J. Trump,4769,21.69%,11169,50.79%
2016,49047,Evan McMullin,Donald J. Trump,1496,11.63%,9810,76.26%
2016,49049,Evan McMullin,Donald J. Trump,60532,29.72%,102182,50.18%
2016,49051,Hillary Clinton,Donald J. Trump,3063,24.97%,6115,49.85%
2016,49053,Hillary Clinton,Donald J. Trump,10288,16.49%,42650,68.38%
2016,49055,Hillary Clinton,Donald J. Trump,271,19.00%,966,67.74%
2016,49057,Hillary Clinton,Donald J. Trump,23131,26.89%,40235,46.78%
2016,50001,Hillary Clinton,Donald J. Trump,11219,58.95%,5297,27.83%
2016,50003,Hillary Clinton,Donald J. Trump,9539,54.88%,5925,34.09%
2016,50005,Hillary Clinton,Donald J. Trump,6445,45.79%,5534,39.32%
2016,50007,Hillary Clinton,Donald J. Trump,54814,65.71%,18601,22.30%
2016,50009,Hillary Clinton,Donald J. Trump,1019,34.84%,1506,51.49%
2016,50011,Hillary Clinton,Donald J. Trump,9351,43.67%,8752,40.88%
2016,50013,Hillary Clinton,Donald J. Trump,2094,50.96%,1487,36.19%
2016,50015,Hillary Clinton,Donald J. Trump,7241,56.74%,3570,27.97%
2016,50017,Hillary Clinton,Donald J. Trump,7541,51.48%,5007,34.18%
2016,50019,Hillary Clinton,Donald J. Trump,5185,43.04%,5159,42.83%
2016,50021,Hillary Clinton,Donald J. Trump,13635,46.04%,12479,42.14%
2016,50023,Hillary Clinton,Donald J. Trump,18594,59.81%,7993,25.71%
2016,50025,Hillary Clinton,Donald J. Trump,14340,63.36%,5454,24.10%
2016,50027,Hillary Clinton,Donald J. Trump,17556,58.66%,8605,28.75%
2016,51001,Hillary Clinton,Donald J. Trump,6740,42.61%,8583,54.26%
2016,51003,Hillary Clinton,Donald J. Trump,33345,58.78%,19259,33.95%
2016,51005,Hillary Clinton,Donald J. Trump,2166,29.57%,4874,66.54%
2016,51007,Hillary Clinton,Donald J. Trump,2128,30.23%,4708,66.88%
2016,51009,Hillary Clinton,Donald J. Trump,5057,32.85%,9719,63.13%
2016,51011,Hillary Clinton,Donald J. Trump,2023,25.30%,5715,71.46%
2016,51013,Hillary Clinton,Donald J. Trump,92016,75.83%,20186,16.64%
2016,51015,Hillary Clinton,Donald J. Trump,8177,22.50%,26163,71.99%
2016,51017,Hillary Clinton,Donald J. Trump,603,26.76%,1548,68.71%
2016,51019,Hillary Clinton,Donald J. Trump,9768,22.97%,30659,72.10%
2016,51021,Hillary Clinton,Donald J. Trump,453,14.43%,2573,81.97%
2016,51023,Hillary Clinton,Donald J. Trump,4494,23.98%,13375,71.38%
2016,51025,Hillary Clinton,Donald J. Trump,4481,58.43%,3046,39.72%
2016,51027,Hillary Clinton,Donald J. Trump,1721,18.61%,7296,78.90%
2016,51029,Hillary Clinton,Donald J. Trump,3128,42.91%,3950,54.19%
2016,51031,Hillary Clinton,Donald J. Trump,6664,24.20%,19551,71.00%
2016,51033,Hillary Clinton,Donald J. Trump,6432,45.14%,7147,50.16%
2016,51035,Hillary Clinton,Donald J. Trump,2559,18.74%,10663,78.09%
2016,51036,Hillary Clinton,Donald J. Trump,2496,60.77%,1476,35.94%
2016,51037,Hillary Clinton,Donald J. Trump,2155,37.11%,3479,59.91%
2016,51041,Hillary Clinton,Donald J. Trump,81074,45.97%,85045,48.22%
2016,51043,Hillary Clinton,Donald J. Trump,3051,37.15%,4661,56.75%
2016,51045,Hillary Clinton,Donald J. Trump,541,19.38%,2140,76.68%
2016,51047,Hillary Clinton,Donald J. Trump,7759,34.92%,13349,60.08%
2016,51049,Hillary Clinton,Donald J. Trump,2036,41.50%,2697,54.97%
2016,51051,Hillary Clinton,Donald J. Trump,1335,20.73%,4932,76.58%
2016,51053,Hillary Clinton,Donald J. Trump,5765,42.47%,7447,54.86%
2016,51057,Hillary Clinton,Donald J. Trump,2542,47.32%,2657,49.46%
2016,51059,Hillary Clinton,Donald J. Trump,355133,64.43%,157710,28.61%
2016,51061,Hillary Clinton,Donald J. Trump,12971,34.63%,22127,59.07%
2016,51063,Hillary Clinton,Donald J. Trump,2300,28.57%,5293,65.75%
2016,51065,Hillary Clinton,Donald J. Trump,5760,42.38%,7025,51.68%
2016,51067,Hillary Clinton,Donald J. Trump,7257,26.91%,18569,68.85%
2016,51069,Hillary Clinton,Donald J. Trump,11932,29.51%,26083,64.50%
2016,51071,Hillary Clinton,Donald J. Trump,1950,23.75%,5910,71.97%
2016,51073,Hillary Clinton,Donald J. Trump,5404,27.54%,13096,66.75%
2016,51075,Hillary Clinton,Donald J. Trump,4889,34.83%,8384,59.73%
2016,51077,Hillary Clinton,Donald J. Trump,1407,19.31%,5592,76.76%
2016,51079,Hillary Clinton,Donald J. Trump,2924,30.44%,5945,61.88%
2016,51081,Hillary Clinton,Donald J. Trump,2558,58.63%,1737,39.81%
2016,51083,Hillary Clinton,Donald J. Trump,6897,40.58%,9704,57.10%
2016,51085,Hillary Clinton,Donald J. Trump,19382,30.90%,39630,63.18%
2016,51087,Hillary Clinton,Donald J. Trump,93935,57.44%,59857,36.60%
2016,51089,Hillary Clinton,Donald J. Trump,8198,34.03%,15208,63.13%
2016,51091,Hillary Clinton,Donald J. Trump,371,26.67%,958,68.87%
2016,51093,Hillary Clinton,Donald J. Trump,7881,37.40%,12204,57.91%
2016,51095,Hillary Clinton,Donald J. Trump,19105,44.26%,21306,49.35%
2016,51097,Hillary Clinton,Donald J. Trump,1468,39.78%,2099,56.88%
2016,51099,Hillary Clinton,Donald J. Trump,4007,33.25%,7341,60.92%
2016,51101,Hillary Clinton,Donald J. Trump,2760,30.18%,5975,65.33%
2016,51103,Hillary Clinton,Donald J. Trump,2869,43.18%,3523,53.02%
2016,51105,Hillary Clinton,Donald J. Trump,1627,17.31%,7543,80.25%
2016,51107,Hillary Clinton,Donald J. Trump,100795,55.06%,69949,38.21%
2016,51109,Hillary Clinton,Donald J. Trump,6212,35.27%,10528,59.78%
2016,51111,Hillary Clinton,Donald J. Trump,2227,39.87%,3204,57.36%
2016,51113,Hillary Clinton,Donald J. Trump,2203,31.57%,4419,63.32%
2016,51115,Hillary Clinton,Donald J. Trump,1563,29.43%,3517,66.22%
2016,51117,Hillary Clinton,Donald J. Trump,6285,42.05%,8288,55.46%
2016,51119,Hillary Clinton,Donald J. Trump,2108,35.03%,3670,60.99%
2016,51121,Hillary Clinton,Donald J. Trump,20021,46.53%,19459,45.22%
2016,51125,Hillary Clinton,Donald J. Trump,3689,44.39%,4154,49.98%
2016,51127,Hillary Clinton,Donald J. Trump,3546,28.99%,8118,66.36%
2016,51131,Hillary Clinton,Donald J. Trump,3255,52.77%,2686,43.55%
2016,51133,Hillary Clinton,Donald J. Trump,2852,38.56%,4302,58.16%
2016,51135,Hillary Clinton,Donald J. Trump,2829,41.95%,3712,55.04%
2016,51137,Hillary Clinton,Donald J. Trump,5957,34.50%,10521,60.93%
2016,51139,Hillary Clinton,Donald J. Trump,2514,23.41%,7831,72.91%
2016,51141,Hillary Clinton,Donald J. Trump,1768,20.74%,6454,75.71%
2016,51143,Hillary Clinton,Donald J. Trump,9199,29.11%,21554,68.21%
2016,51145,Hillary Clinton,Donald J. Trump,4060,24.04%,11885,70.38%
2016,51147,Hillary Clinton,Donald J. Trump,4591,50.21%,4101,44.85%
2016,51149,Hillary Clinton,Donald J. Trump,6419,39.66%,9157,56.58%
2016,51153,Hillary Clinton,Donald J. Trump,113144,57.60%,71721,36.51%
2016,51155,Hillary Clinton,Donald J. Trump,4172,27.51%,10322,68.06%
2016,51157,Hillary Clinton,Donald J. Trump,1747,38.97%,2539,56.64%
2016,51159,Hillary Clinton,Donald J. Trump,1347,36.79%,2213,60.45%
2016,51161,Hillary Clinton,Donald J. Trump,17200,33.41%,31408,61.00%
2016,51163,Hillary Clinton,Donald J. Trump,3508,32.50%,6680,61.88%
2016,51165,Hillary Clinton,Donald J. Trump,9366,24.98%,25990,69.33%
2016,51167,Hillary Clinton,Donald J. Trump,2330,19.03%,9521,77.75%
2016,51169,Hillary Clinton,Donald J. Trump,1581,15.65%,8247,81.65%
2016,51171,Hillary Clinton,Donald J. Trump,5273,25.71%,14094,68.72%
2016,51173,Hillary Clinton,Donald J. Trump,2665,20.67%,9750,75.64%
2016,51175,Hillary Clinton,Donald J. Trump,3595,40.52%,5035,56.75%
2016,51177,Hillary Clinton,Donald J. Trump,24207,38.70%,34623,55.35%
2016,51179,Hillary Clinton,Donald J. Trump,27908,42.33%,33868,51.37%
2016,51181,Hillary Clinton,Donald J. Trump,2272,53.74%,1819,43.02%
2016,51183,Hillary Clinton,Donald J. Trump,2879,57.08%,2055,40.74%
2016,51185,Hillary Clinton,Donald J. Trump,2895,15.59%,15168,81.70%
2016,51187,Hillary Clinton,Donald J. Trump,5169,28.80%,11773,65.58%
2016,51191,Hillary Clinton,Donald J. Trump,5553,21.48%,19320,74.75%
2016,51193,Hillary Clinton,Donald J. Trump,3836,44.74%,4448,51.88%
2016,51195,Hillary Clinton,Donald J. Trump,2701,17.81%,12086,79.71%
2016,51197,Hillary Clinton,Donald J. Trump,2770,20.78%,10046,75.38%
2016,51199,Hillary Clinton,Donald J. Trump,12999,38.11%,18837,55.22%
2016,51510,Hillary Clinton,Donald J. Trump,57242,75.56%,13285,17.54%
2016,51520,Hillary Clinton,Donald J. Trump,1835,26.11%,4892,69.62%
2016,51530,Hillary Clinton,Donald J. Trump,693,28.79%,1430,59.41%
2016,51540,Hillary Clinton,Donald J. Trump,17901,79.68%,2960,13.17%
2016,51550,Hillary Clinton,Donald J. Trump,52627,46.71%,54047,47.97%
2016,51570,Hillary Clinton,Donald J. Trump,2367,27.99%,5681,67.18%
2016,51580,Hillary Clinton,Donald J. Trump,914,38.37%,1349,56.63%
2016,51590,Hillary Clinton,Donald J. Trump,11059,58.39%,7303,38.56%
2016,51595,Hillary Clinton,Donald J. Trump,1530,64.67%,789,33.35%
2016,51600,Hillary Clinton,Donald J. Trump,7367,61.25%,3702,30.78%
2016,51610,Hillary Clinton,Donald J. Trump,5819,75.02%,1324,17.07%
2016,51620,Hillary Clinton,Donald J. Trump,2519,62.03%,1421,34.99%
2016,51630,Hillary Clinton,Donald J. Trump,6707,59.58%,3744,33.26%
2016,51640,Hillary Clinton,Donald J. Trump,681,28.66%,1603,67.47%
2016,51650,Hillary Clinton,Donald J. Trump,41312,66.34%,17902,28.75%
2016,51660,Hillary Clinton,Donald J. Trump,10212,56.77%,6262,34.81%
2016,51670,Hillary Clinton,Donald J. Trump,4724,52.44%,3885,43.13%
2016,51678,Hillary Clinton,Donald J. Trump,1514,61.42%,766,31.08%
2016,51680,Hillary Clinton,Donald J. Trump,14792,41.48%,17982,50.43%
2016,51683,Hillary Clinton,Donald J. Trump,8423,54.66%,5953,38.63%
2016,51685,Hillary Clinton,Donald J. Trump,3204,61.24%,1733,33.12%
2016,51690,Hillary Clinton,Donald J. Trump,3533,59.81%,2149,36.38%
2016,51700,Hillary Clinton,Donald J. Trump,45618,60.31%,25468,33.67%
2016,51710,Hillary Clinton,Donald J. Trump,57023,68.39%,21552,25.85%
2016,51720,Hillary Clinton,Donald J. Trump,383,26.23%,1021,69.93%
2016,51730,Hillary Clinton,Donald J. Trump,12021,87.20%,1451,10.53%
2016,51735,Hillary Clinton,Donald J. Trump,1601,22.31%,5092,70.95%
2016,51740,Hillary Clinton,Donald J. Trump,28497,65.87%,12795,29.58%
2016,51750,Hillary Clinton,Donald J. Trump,2925,48.09%,2638,43.37%
2016,51760,Hillary Clinton,Donald J. Trump,81259,78.58%,15581,15.07%
2016,51770,Hillary Clinton,Donald J. Trump,22286,56.47%,14789,37.47%
2016,51775,Hillary Clinton,Donald J. Trump,4202,34.37%,7226,59.11%
2016,51790,Hillary Clinton,Donald J. Trump,5333,47.38%,5133,45.61%
2016,51800,Hillary Clinton,Donald J. Trump,23280,53.84%,18006,41.64%
2016,51810,Hillary Clinton,Donald J. Trump,91032,44.84%,98224,48.38%
2016,51820,Hillary Clinton,Donald J. Trump,3764,40.90%,4801,52.16%
2016,51830,Hillary Clinton,Donald J. Trump,5206,68.27%,1925,25.24%
2016,51840,Hillary Clinton,Donald J. Trump,5164,48.42%,4790,44.91%
2016,53001,Hillary Clinton,Donald J. Trump,1299,27.16%,3083,64.47%
2016,53003,Hillary Clinton,Donald J. Trump,3134,31.42%,5741,57.56%
2016,53005,Hillary Clinton,Donald J. Trump,26360,31.53%,47194,56.46%
2016,53007,Hillary Clinton,Donald J. Trump,13032,37.85%,18114,52.61%
2016,53009,Hillary Clinton,Donald J. Trump,17677,43.61%,18794,46.37%
2016,53011,Hillary Clinton,Donald J. Trump,92757,44.49%,92441,44.34%
2016,53013,Hillary Clinton,Donald J. Trump,526,23.60%,1497,67.16%
2016,53015,Hillary Clinton,Donald J. Trump,17908,37.99%,24185,51.30%
2016,53017,Hillary Clinton,Donald J. Trump,4918,30.93%,9603,60.39%
2016,53019,Hillary Clinton,Donald J. Trump,1098,30.13%,2202,60.43%
2016,53021,Hillary Clinton,Donald J. Trump,8886,36.10%,13206,53.65%
2016,53023,Hillary Clinton,Donald J. Trump,279,22.04%,851,67.22%
2016,53025,Hillary Clinton,Donald J. Trump,7810,26.69%,18518,63.29%
2016,53027,Hillary Clinton,Donald J. Trump,12020,41.02%,14067,48.01%
2016,53029,Hillary Clinton,Donald J. Trump,20960,47.34%,18465,41.71%
2016,53031,Hillary Clinton,Donald J. Trump,12656,60.62%,6037,28.91%
2016,53033,Hillary Clinton,Donald J. Trump,718322,69.85%,216339,21.04%
2016,53035,Hillary Clinton,Donald J. Trump,63156,49.05%,49018,38.07%
2016,53037,Hillary Clinton,Donald J. Trump,7489,38.18%,10100,51.49%
2016,53039,Hillary Clinton,Donald J. Trump,4194,37.87%,5789,52.28%
2016,53041,Hillary Clinton,Donald J. Trump,9654,27.43%,21992,62.48%
2016,53043,Hillary Clinton,Donald J. Trump,1244,21.23%,4108,70.09%
2016,53045,Hillary Clinton,Donald J. Trump,11993,41.35%,13677,47.16%
2016,53047,Hillary Clinton,Donald J. Trump,6298,35.87%,9610,54.74%
2016,53049,Hillary Clinton,Donald J. Trump,4620,42.11%,5360,48.85%
2016,53051,Hillary Clinton,Donald J. Trump,1934,27.57%,4373,62.33%
2016,53053,Hillary Clinton,Donald J. Trump,172538,47.92%,146824,40.78%
2016,53055,Hillary Clinton,Donald J. Trump,7172,64.42%,2688,24.14%
2016,53057,Hillary Clinton,Donald J. Trump,26690,45.97%,24736,42.60%
2016,53059,Hillary Clinton,Donald J. Trump,2232,38.29%,2928,50.23%
2016,53061,Hillary Clinton,Donald J. Trump,185227,52.22%,128255,36.16%
2016,53063,Hillary Clinton,Donald J. Trump,93767,39.72%,113435,48.06%
2016,53065,Hillary Clinton,Donald J. Trump,5767,24.65%,15161,64.80%
2016,53067,Hillary Clinton,Donald J. Trump,68798,51.27%,48624,36.23%
2016,53069,Hillary Clinton,Donald J. Trump,832,34.25%,1344,55.33%
2016,53071,Hillary Clinton,Donald J. Trump,9694,36.96%,13651,52.05%
2016,53073,Hillary Clinton,Donald J. Trump,60340,53.24%,40599,35.82%
2016,53075,Hillary Clinton,Donald J. Trump,8146,45.19%,7403,41.06%
2016,53077,Hillary Clinton,Donald J. Trump,31291,39.24%,41735,52.34%
2016,54001,Hillary Clinton,Donald J. Trump,1222,19.98%,4527,74.02%
