"","year","county","dem","rep","dem_v","dem_s","rep_v","rep_s"
"285",2016,9011,"Hillary Clinton","Donald J. Trump",62278,"50.42%",54058,"43.76%"
"286",2016,9013,"Hillary Clinton","Donald J. Trump",38506,"49.73%",34194,"44.16%"
"287",2016,9015,"Hillary Clinton","Donald J. Trump",21792,"42.88%",25747,"50.66%"
"288",2016,10001,"Hillary Clinton","Donald J. Trump",33351,"44.63%",36991,"49.50%"
"289",2016,10003,"Hillary Clinton","Donald J. Trump",162919,"61.95%",85525,"32.52%"
"290",2016,10005,"Hillary Clinton","Donald J. Trump",39333,"37.07%",62611,"59.01%"
"291",2016,11001,"Hillary Clinton","Donald J. Trump",282830,"90.86%",12723,"4.09%"
"292",2016,12001,"Hillary Clinton","Donald J. Trump",75820,"58.28%",46834,"36.00%"
"293",2016,12003,"Hillary Clinton","Donald J. Trump",2112,"16.62%",10294,"81.02%"
"294",2016,12005,"Hillary Clinton","Donald J. Trump",21797,"24.71%",62194,"70.50%"
"295",2016,12007,"Hillary Clinton","Donald J. Trump",2924,"24.05%",8913,"73.31%"
"296",2016,12009,"Hillary Clinton","Donald J. Trump",119679,"37.62%",181848,"57.16%"
"297",2016,12011,"Hillary Clinton","Donald J. Trump",553320,"66.08%",260951,"31.16%"
"298",2016,12013,"Hillary Clinton","Donald J. Trump",1241,"20.25%",4655,"75.96%"
"299",2016,12015,"Hillary Clinton","Donald J. Trump",33445,"34.41%",60218,"61.96%"
"300",2016,12017,"Hillary Clinton","Donald J. Trump",22789,"28.34%",54456,"67.72%"
"301",2016,12019,"Hillary Clinton","Donald J. Trump",27822,"25.93%",74963,"69.85%"
"302",2016,12021,"Hillary Clinton","Donald J. Trump",61085,"35.41%",105423,"61.11%"
"303",2016,12023,"Hillary Clinton","Donald J. Trump",7601,"26.33%",20368,"70.57%"
"304",2016,12027,"Hillary Clinton","Donald J. Trump",3781,"34.68%",6778,"62.17%"
"305",2016,12029,"Hillary Clinton","Donald J. Trump",1270,"17.53%",5822,"80.35%"
"306",2016,12031,"Hillary Clinton","Donald J. Trump",205704,"47.12%",211672,"48.48%"
"307",2016,12033,"Hillary Clinton","Donald J. Trump",57461,"37.27%",88808,"57.60%"
"308",2016,12035,"Hillary Clinton","Donald J. Trump",22026,"37.98%",33850,"58.38%"
"309",2016,12037,"Hillary Clinton","Donald J. Trump",1744,"28.78%",4125,"68.08%"
"310",2016,12039,"Hillary Clinton","Donald J. Trump",15020,"67.62%",6728,"30.29%"
"311",2016,12041,"Hillary Clinton","Donald J. Trump",1458,"17.21%",6740,"79.56%"
"312",2016,12043,"Hillary Clinton","Donald J. Trump",1271,"29.01%",2996,"68.37%"
"313",2016,12045,"Hillary Clinton","Donald J. Trump",1720,"23.46%",5329,"72.69%"
"314",2016,12047,"Hillary Clinton","Donald J. Trump",1904,"34.67%",3443,"62.70%"
"315",2016,12049,"Hillary Clinton","Donald J. Trump",2149,"28.11%",5242,"68.57%"
"316",2016,12051,"Hillary Clinton","Donald J. Trump",4615,"41.27%",6195,"55.40%"
"317",2016,12053,"Hillary Clinton","Donald J. Trump",31795,"33.59%",58970,"62.30%"
"318",2016,12055,"Hillary Clinton","Donald J. Trump",14937,"32.46%",29565,"64.26%"
"319",2016,12057,"Hillary Clinton","Donald J. Trump",307896,"50.99%",266870,"44.19%"
"320",2016,12059,"Hillary Clinton","Donald J. Trump",853,"9.97%",7483,"87.46%"
"321",2016,12061,"Hillary Clinton","Donald J. Trump",29043,"35.96%",48620,"60.20%"
"322",2016,12063,"Hillary Clinton","Donald J. Trump",6397,"30.23%",14257,"67.38%"
"323",2016,12065,"Hillary Clinton","Donald J. Trump",3541,"46.05%",3930,"51.11%"
"324",2016,12067,"Hillary Clinton","Donald J. Trump",518,"15.19%",2809,"82.35%"
"325",2016,12069,"Hillary Clinton","Donald J. Trump",62838,"36.58%",102188,"59.48%"
"326",2016,12071,"Hillary Clinton","Donald J. Trump",124908,"37.90%",191551,"58.12%"
"327",2016,12073,"Hillary Clinton","Donald J. Trump",92068,"59.83%",53821,"34.98%"
"328",2016,12075,"Hillary Clinton","Donald J. Trump",5101,"26.16%",13775,"70.64%"
"329",2016,12077,"Hillary Clinton","Donald J. Trump",651,"19.66%",2543,"76.78%"
"330",2016,12079,"Hillary Clinton","Donald J. Trump",3526,"41.29%",4851,"56.80%"
"331",2016,12081,"Hillary Clinton","Donald J. Trump",71224,"39.40%",101944,"56.40%"
"332",2016,12083,"Hillary Clinton","Donald J. Trump",62041,"35.27%",107833,"61.30%"
"333",2016,12085,"Hillary Clinton","Donald J. Trump",30185,"34.84%",53204,"61.41%"
"334",2016,12086,"Hillary Clinton","Donald J. Trump",624146,"63.22%",333999,"33.83%"
"335",2016,12087,"Hillary Clinton","Donald J. Trump",18971,"44.14%",21904,"50.97%"
"336",2016,12089,"Hillary Clinton","Donald J. Trump",10869,"23.13%",34266,"72.92%"
"337",2016,12091,"Hillary Clinton","Donald J. Trump",23780,"23.29%",71893,"70.42%"
"338",2016,12093,"Hillary Clinton","Donald J. Trump",3959,"28.77%",9356,"67.99%"
"339",2016,12095,"Hillary Clinton","Donald J. Trump",329894,"59.77%",195216,"35.37%"
"340",2016,12097,"Hillary Clinton","Donald J. Trump",85458,"60.41%",50301,"35.56%"
"341",2016,12099,"Hillary Clinton","Donald J. Trump",374673,"56.24%",272402,"40.89%"
"342",2016,12101,"Hillary Clinton","Donald J. Trump",90142,"37.06%",142101,"58.41%"
"343",2016,12103,"Hillary Clinton","Donald J. Trump",233701,"46.98%",239201,"48.08%"
"344",2016,12105,"Hillary Clinton","Donald J. Trump",117433,"40.92%",157430,"54.86%"
"345",2016,12107,"Hillary Clinton","Donald J. Trump",10094,"30.31%",22138,"66.48%"
"346",2016,12109,"Hillary Clinton","Donald J. Trump",43099,"31.27%",88684,"64.34%"
"347",2016,12111,"Hillary Clinton","Donald J. Trump",66881,"47.10%",70289,"49.50%"
"348",2016,12113,"Hillary Clinton","Donald J. Trump",18464,"20.82%",65339,"73.68%"
"349",2016,12115,"Hillary Clinton","Donald J. Trump",97870,"42.30%",124438,"53.79%"
"350",2016,12117,"Hillary Clinton","Donald J. Trump",105914,"46.55%",109443,"48.10%"
"351",2016,12119,"Hillary Clinton","Donald J. Trump",22638,"29.31%",52730,"68.27%"
"352",2016,12121,"Hillary Clinton","Donald J. Trump",3964,"21.10%",14287,"76.05%"
"353",2016,12123,"Hillary Clinton","Donald J. Trump",2152,"23.02%",6930,"74.13%"
"354",2016,12125,"Hillary Clinton","Donald J. Trump",1014,"17.72%",4568,"79.83%"
"355",2016,12127,"Hillary Clinton","Donald J. Trump",109091,"41.44%",143007,"54.32%"
"356",2016,12129,"Hillary Clinton","Donald J. Trump",4348,"28.15%",10512,"68.07%"
"357",2016,12131,"Hillary Clinton","Donald J. Trump",6876,"20.28%",25756,"75.98%"
"358",2016,12133,"Hillary Clinton","Donald J. Trump",2264,"20.19%",8637,"77.04%"
"359",2016,13001,"Hillary Clinton","Donald J. Trump",1434,"20.45%",5494,"78.35%"
"360",2016,13003,"Hillary Clinton","Donald J. Trump",697,"26.70%",1878,"71.95%"
"361",2016,13005,"Hillary Clinton","Donald J. Trump",608,"15.09%",3364,"83.49%"
"362",2016,13007,"Hillary Clinton","Donald J. Trump",650,"45.14%",775,"53.82%"
"363",2016,13009,"Hillary Clinton","Donald J. Trump",7970,"49.45%",7697,"47.76%"
"364",2016,13011,"Hillary Clinton","Donald J. Trump",684,"9.81%",6134,"87.94%"
"365",2016,13013,"Hillary Clinton","Donald J. Trump",6580,"22.55%",21108,"72.35%"
"366",2016,13015,"Hillary Clinton","Donald J. Trump",8212,"20.67%",29911,"75.28%"
"367",2016,13017,"Hillary Clinton","Donald J. Trump",2101,"35.39%",3739,"62.99%"
"368",2016,13019,"Hillary Clinton","Donald J. Trump",1047,"15.83%",5422,"81.99%"
"369",2016,13021,"Hillary Clinton","Donald J. Trump",36787,"58.50%",24043,"38.24%"
"370",2016,13023,"Hillary Clinton","Donald J. Trump",1101,"22.14%",3719,"74.77%"
"371",2016,13025,"Hillary Clinton","Donald J. Trump",619,"9.82%",5567,"88.35%"
"372",2016,13027,"Hillary Clinton","Donald J. Trump",2528,"39.90%",3701,"58.41%"
"373",2016,13029,"Hillary Clinton","Donald J. Trump",4014,"26.29%",10529,"68.95%"
"374",2016,13031,"Hillary Clinton","Donald J. Trump",9261,"36.20%",15097,"59.01%"
"375",2016,13033,"Hillary Clinton","Donald J. Trump",4731,"50.28%",4491,"47.73%"
"376",2016,13035,"Hillary Clinton","Donald J. Trump",2566,"26.97%",6717,"70.60%"
"377",2016,13037,"Hillary Clinton","Donald J. Trump",1179,"58.22%",830,"40.99%"
"378",2016,13039,"Hillary Clinton","Donald J. Trump",5930,"31.10%",12310,"64.56%"
"379",2016,13043,"Hillary Clinton","Donald J. Trump",1026,"27.27%",2664,"70.79%"
"380",2016,13045,"Hillary Clinton","Donald J. Trump",12464,"28.03%",30029,"67.54%"
"381",2016,13047,"Hillary Clinton","Donald J. Trump",4771,"17.71%",20876,"77.49%"
"382",2016,13049,"Hillary Clinton","Donald J. Trump",1004,"24.91%",2951,"73.21%"
"383",2016,13051,"Hillary Clinton","Donald J. Trump",62290,"55.10%",45688,"40.41%"
"384",2016,13053,"Hillary Clinton","Donald J. Trump",594,"42.73%",751,"54.03%"
"385",2016,13055,"Hillary Clinton","Donald J. Trump",1613,"19.55%",6462,"78.31%"
"386",2016,13057,"Hillary Clinton","Donald J. Trump",25231,"22.37%",80649,"71.51%"
"387",2016,13059,"Hillary Clinton","Donald J. Trump",29603,"65.10%",12717,"27.96%"
"388",2016,13061,"Hillary Clinton","Donald J. Trump",697,"54.75%",566,"44.46%"
"389",2016,13063,"Hillary Clinton","Donald J. Trump",78220,"83.59%",12645,"13.51%"
"390",2016,13065,"Hillary Clinton","Donald J. Trump",686,"27.84%",1727,"70.09%"
"391",2016,13067,"Hillary Clinton","Donald J. Trump",160121,"47.93%",152912,"45.77%"
"392",2016,13069,"Hillary Clinton","Donald J. Trump",4094,"29.25%",9588,"68.50%"
"393",2016,13071,"Hillary Clinton","Donald J. Trump",3463,"25.42%",9898,"72.65%"
"394",2016,13073,"Hillary Clinton","Donald J. Trump",18887,"28.96%",43085,"66.07%"
"395",2016,13075,"Hillary Clinton","Donald J. Trump",1753,"28.83%",4176,"68.68%"
"396",2016,13077,"Hillary Clinton","Donald J. Trump",16583,"26.66%",42533,"68.37%"
"397",2016,13079,"Hillary Clinton","Donald J. Trump",1421,"27.45%",3635,"70.23%"
"398",2016,13081,"Hillary Clinton","Donald J. Trump",2837,"37.58%",4549,"60.26%"
"399",2016,13083,"Hillary Clinton","Donald J. Trump",965,"15.17%",5051,"79.41%"
"400",2016,13085,"Hillary Clinton","Donald J. Trump",1448,"12.25%",9900,"83.76%"
"401",2016,13087,"Hillary Clinton","Donald J. Trump",4124,"39.97%",6020,"58.35%"
"402",2016,13089,"Hillary Clinton","Donald J. Trump",251370,"79.08%",51468,"16.19%"
"403",2016,13091,"Hillary Clinton","Donald J. Trump",1839,"26.24%",5021,"71.64%"
"404",2016,13093,"Hillary Clinton","Donald J. Trump",1872,"48.51%",1951,"50.56%"
"405",2016,13095,"Hillary Clinton","Donald J. Trump",23311,"67.96%",10232,"29.83%"
"406",2016,13097,"Hillary Clinton","Donald J. Trump",31005,"53.34%",24817,"42.70%"
"407",2016,13099,"Hillary Clinton","Donald J. Trump",2168,"45.14%",2552,"53.13%"
"408",2016,13101,"Hillary Clinton","Donald J. Trump",156,"13.20%",1007,"85.19%"
"409",2016,13103,"Hillary Clinton","Donald J. Trump",4853,"20.56%",17874,"75.73%"
"410",2016,13105,"Hillary Clinton","Donald J. Trump",2539,"31.63%",5292,"65.93%"
"411",2016,13107,"Hillary Clinton","Donald J. Trump",2435,"30.84%",5335,"67.57%"
"412",2016,13109,"Hillary Clinton","Donald J. Trump",1130,"31.15%",2404,"66.26%"
"413",2016,13111,"Hillary Clinton","Donald J. Trump",1923,"16.19%",9632,"81.10%"
"414",2016,13113,"Hillary Clinton","Donald J. Trump",23284,"37.85%",35048,"56.98%"
"415",2016,13115,"Hillary Clinton","Donald J. Trump",9159,"26.27%",24114,"69.17%"
"416",2016,13117,"Hillary Clinton","Donald J. Trump",23462,"23.71%",69851,"70.58%"
"417",2016,13119,"Hillary Clinton","Donald J. Trump",1243,"14.54%",7054,"82.50%"
"418",2016,13121,"Hillary Clinton","Donald J. Trump",297051,"67.70%",117783,"26.85%"
"419",2016,13123,"Hillary Clinton","Donald J. Trump",1965,"15.29%",10477,"81.55%"
"420",2016,13125,"Hillary Clinton","Donald J. Trump",138,"9.93%",1235,"88.85%"
"421",2016,13127,"Hillary Clinton","Donald J. Trump",11775,"34.19%",21512,"62.47%"
"422",2016,13129,"Hillary Clinton","Donald J. Trump",3181,"16.69%",15191,"79.69%"
"423",2016,13131,"Hillary Clinton","Donald J. Trump",3013,"32.52%",6053,"65.33%"
"424",2016,13133,"Hillary Clinton","Donald J. Trump",3199,"35.87%",5490,"61.55%"
"425",2016,13135,"Hillary Clinton","Donald J. Trump",166153,"50.20%",146989,"44.41%"
"426",2016,13137,"Hillary Clinton","Donald J. Trump",2483,"15.20%",13190,"80.76%"
"427",2016,13139,"Hillary Clinton","Donald J. Trump",16180,"22.74%",51733,"72.72%"
"428",2016,13141,"Hillary Clinton","Donald J. Trump",2701,"75.28%",843,"23.49%"
"429",2016,13143,"Hillary Clinton","Donald J. Trump",1475,"12.89%",9585,"83.79%"
"430",2016,13145,"Hillary Clinton","Donald J. Trump",4086,"24.76%",11936,"72.33%"
"431",2016,13147,"Hillary Clinton","Donald J. Trump",2585,"25.44%",7286,"71.71%"
"432",2016,13149,"Hillary Clinton","Donald J. Trump",743,"17.51%",3370,"79.41%"
"433",2016,13151,"Hillary Clinton","Donald J. Trump",50057,"50.38%",45724,"46.02%"
"434",2016,13153,"Hillary Clinton","Donald J. Trump",22553,"37.34%",35430,"58.65%"
"435",2016,13155,"Hillary Clinton","Donald J. Trump",891,"24.28%",2716,"74.01%"
"436",2016,13157,"Hillary Clinton","Donald J. Trump",4491,"16.38%",21784,"79.44%"
"437",2016,13159,"Hillary Clinton","Donald J. Trump",1544,"25.45%",4360,"71.86%"
"438",2016,13161,"Hillary Clinton","Donald J. Trump",901,"17.60%",4104,"80.17%"
"439",2016,13163,"Hillary Clinton","Donald J. Trump",3821,"54.77%",3063,"43.91%"
"440",2016,13165,"Hillary Clinton","Donald J. Trump",1123,"36.75%",1895,"62.01%"
"441",2016,13167,"Hillary Clinton","Donald J. Trump",1136,"30.82%",2519,"68.34%"
"442",2016,13169,"Hillary Clinton","Donald J. Trump",3961,"31.47%",8305,"65.98%"
"443",2016,13171,"Hillary Clinton","Donald J. Trump",2270,"29.68%",5190,"67.87%"
"444",2016,13173,"Hillary Clinton","Donald J. Trump",806,"28.07%",1984,"69.10%"
"445",2016,13175,"Hillary Clinton","Donald J. Trump",6752,"34.46%",12411,"63.33%"
"446",2016,13177,"Hillary Clinton","Donald J. Trump",3170,"22.25%",10646,"74.73%"
"447",2016,13179,"Hillary Clinton","Donald J. Trump",9556,"58.70%",6134,"37.68%"
"448",2016,13181,"Hillary Clinton","Donald J. Trump",1273,"31.03%",2759,"67.26%"
"449",2016,13183,"Hillary Clinton","Donald J. Trump",1360,"33.03%",2626,"63.78%"
"450",2016,13185,"Hillary Clinton","Donald J. Trump",15064,"39.58%",21635,"56.84%"
"451",2016,13187,"Hillary Clinton","Donald J. Trump",2220,"17.74%",9619,"76.85%"
"452",2016,13189,"Hillary Clinton","Donald J. Trump",3699,"39.68%",5432,"58.27%"
"453",2016,13191,"Hillary Clinton","Donald J. Trump",2303,"38.79%",3487,"58.73%"
"454",2016,13193,"Hillary Clinton","Donald J. Trump",2705,"63.10%",1540,"35.92%"
"455",2016,13195,"Hillary Clinton","Donald J. Trump",2425,"20.07%",9201,"76.16%"
"456",2016,13197,"Hillary Clinton","Donald J. Trump",1213,"38.03%",1921,"60.22%"
"457",2016,13199,"Hillary Clinton","Donald J. Trump",3804,"41.13%",5222,"56.47%"
"458",2016,13201,"Hillary Clinton","Donald J. Trump",623,"24.49%",1891,"74.33%"
"459",2016,13205,"Hillary Clinton","Donald J. Trump",3493,"44.33%",4279,"54.30%"
"460",2016,13207,"Hillary Clinton","Donald J. Trump",3571,"28.15%",8832,"69.61%"
"461",2016,13209,"Hillary Clinton","Donald J. Trump",847,"23.69%",2670,"74.66%"
"462",2016,13211,"Hillary Clinton","Donald J. Trump",2663,"27.93%",6559,"68.78%"
"463",2016,13213,"Hillary Clinton","Donald J. Trump",1800,"14.39%",10341,"82.67%"
"464",2016,13215,"Hillary Clinton","Donald J. Trump",39851,"57.32%",26976,"38.80%"
"465",2016,13217,"Hillary Clinton","Donald J. Trump",21943,"49.60%",20913,"47.27%"
"466",2016,13219,"Hillary Clinton","Donald J. Trump",5581,"27.42%",13425,"65.96%"
"467",2016,13221,"Hillary Clinton","Donald J. Trump",1831,"27.43%",4625,"69.30%"
"468",2016,13223,"Hillary Clinton","Donald J. Trump",18025,"27.53%",44662,"68.21%"
"469",2016,13225,"Hillary Clinton","Donald J. Trump",5100,"47.18%",5413,"50.08%"
"470",2016,13227,"Hillary Clinton","Donald J. Trump",1979,"14.02%",11651,"82.51%"
"471",2016,13229,"Hillary Clinton","Donald J. Trump",903,"12.35%",6302,"86.20%"
"472",2016,13231,"Hillary Clinton","Donald J. Trump",1240,"14.15%",7278,"83.03%"
"473",2016,13233,"Hillary Clinton","Donald J. Trump",2867,"20.08%",11014,"77.16%"
"474",2016,13235,"Hillary Clinton","Donald J. Trump",1104,"30.62%",2437,"67.60%"
"475",2016,13237,"Hillary Clinton","Donald J. Trump",2758,"28.95%",6544,"68.68%"
"476",2016,13239,"Hillary Clinton","Donald J. Trump",461,"44.16%",575,"55.08%"
"477",2016,13241,"Hillary Clinton","Donald J. Trump",1444,"17.94%",6287,"78.12%"
"478",2016,13243,"Hillary Clinton","Donald J. Trump",1598,"55.12%",1271,"43.84%"
"479",2016,13245,"Hillary Clinton","Donald J. Trump",48814,"64.21%",24461,"32.17%"
"480",2016,13247,"Hillary Clinton","Donald J. Trump",23255,"61.06%",13478,"35.39%"
"481",2016,13249,"Hillary Clinton","Donald J. Trump",401,"20.85%",1472,"76.55%"
"482",2016,13251,"Hillary Clinton","Donald J. Trump",2300,"40.24%",3305,"57.83%"
"483",2016,13253,"Hillary Clinton","Donald J. Trump",1189,"33.14%",2345,"65.36%"
"484",2016,13255,"Hillary Clinton","Donald J. Trump",9357,"36.23%",15646,"60.58%"
"485",2016,13257,"Hillary Clinton","Donald J. Trump",1837,"18.72%",7686,"78.31%"
"486",2016,13259,"Hillary Clinton","Donald J. Trump",1222,"59.38%",805,"39.12%"
"487",2016,13261,"Hillary Clinton","Donald J. Trump",5520,"49.97%",5276,"47.76%"
"488",2016,13263,"Hillary Clinton","Donald J. Trump",2002,"61.39%",1196,"36.68%"
"489",2016,13265,"Hillary Clinton","Donald J. Trump",545,"60.76%",349,"38.91%"
"490",2016,13267,"Hillary Clinton","Donald J. Trump",1681,"24.26%",5096,"73.54%"
"491",2016,13269,"Hillary Clinton","Donald J. Trump",1296,"38.03%",2064,"60.56%"
"492",2016,13271,"Hillary Clinton","Donald J. Trump",1313,"34.59%",2450,"64.54%"
"493",2016,13273,"Hillary Clinton","Donald J. Trump",2267,"53.92%",1874,"44.58%"
"494",2016,13275,"Hillary Clinton","Donald J. Trump",7142,"37.82%",11228,"59.45%"
"495",2016,13277,"Hillary Clinton","Donald J. Trump",4347,"30.45%",9584,"67.13%"
"496",2016,13279,"Hillary Clinton","Donald J. Trump",2338,"25.59%",6615,"72.39%"
"497",2016,13281,"Hillary Clinton","Donald J. Trump",1210,"17.79%",5383,"79.16%"
"498",2016,13283,"Hillary Clinton","Donald J. Trump",862,"31.89%",1809,"66.93%"
"499",2016,13285,"Hillary Clinton","Donald J. Trump",9713,"37.20%",15750,"60.32%"
"500",2016,13287,"Hillary Clinton","Donald J. Trump",1246,"36.59%",2095,"61.53%"
"501",2016,13289,"Hillary Clinton","Donald J. Trump",1971,"48.56%",2035,"50.14%"
"502",2016,13291,"Hillary Clinton","Donald J. Trump",1963,"16.27%",9852,"81.67%"
"503",2016,13293,"Hillary Clinton","Donald J. Trump",3475,"31.78%",7292,"66.69%"
"504",2016,13295,"Hillary Clinton","Donald J. Trump",4215,"17.29%",18950,"77.73%"
"505",2016,13297,"Hillary Clinton","Donald J. Trump",8292,"20.29%",31125,"76.18%"
"506",2016,13299,"Hillary Clinton","Donald J. Trump",3440,"28.23%",8513,"69.87%"
"507",2016,13301,"Hillary Clinton","Donald J. Trump",1314,"56.30%",991,"42.46%"
"508",2016,13303,"Hillary Clinton","Donald J. Trump",4200,"49.50%",4149,"48.90%"
"509",2016,13305,"Hillary Clinton","Donald J. Trump",2041,"19.55%",8153,"78.09%"
"510",2016,13307,"Hillary Clinton","Donald J. Trump",473,"42.38%",630,"56.45%"
"511",2016,13309,"Hillary Clinton","Donald J. Trump",646,"30.73%",1421,"67.60%"
"512",2016,13311,"Hillary Clinton","Donald J. Trump",1674,"14.05%",9761,"81.94%"
"513",2016,13313,"Hillary Clinton","Donald J. Trump",7937,"25.79%",21537,"69.98%"
"514",2016,13315,"Hillary Clinton","Donald J. Trump",852,"28.63%",2096,"70.43%"
"515",2016,13317,"Hillary Clinton","Donald J. Trump",1848,"41.19%",2572,"57.33%"
"516",2016,13319,"Hillary Clinton","Donald J. Trump",1894,"44.08%",2333,"54.29%"
"517",2016,13321,"Hillary Clinton","Donald J. Trump",2020,"24.28%",6152,"73.95%"
"518",2016,15001,"Hillary Clinton","Donald J. Trump",41259,"63.61%",17501,"26.98%"
"519",2016,15003,"Hillary Clinton","Donald J. Trump",175696,"61.48%",90326,"31.61%"
"520",2016,15007,"Hillary Clinton","Donald J. Trump",16456,"62.49%",7574,"28.76%"
"521",2016,15009,"Hillary Clinton","Donald J. Trump",33480,"64.45%",13446,"25.89%"
"522",2016,16001,"Hillary Clinton","Donald J. Trump",75677,"38.68%",93752,"47.91%"
"523",2016,16003,"Hillary Clinton","Donald J. Trump",415,"19.01%",1556,"71.28%"
"524",2016,16005,"Hillary Clinton","Donald J. Trump",10342,"30.95%",17180,"51.41%"
"525",2016,16007,"Evan McMullin","Donald J. Trump",366,"12.50%",2203,"75.24%"
"526",2016,16009,"Hillary Clinton","Donald J. Trump",770,"18.40%",3103,"74.15%"
"527",2016,16011,"Hillary Clinton","Donald J. Trump",2924,"17.59%",10907,"65.61%"
"528",2016,16013,"Hillary Clinton","Donald J. Trump",6416,"59.83%",3340,"31.15%"
"529",2016,16015,"Hillary Clinton","Donald J. Trump",777,"20.37%",2673,"70.08%"
"530",2016,16017,"Hillary Clinton","Donald J. Trump",5819,"27.78%",13343,"63.71%"
"531",2016,16019,"Hillary Clinton","Donald J. Trump",8930,"20.19%",26699,"60.38%"
"532",2016,16021,"Hillary Clinton","Donald J. Trump",933,"18.07%",3789,"73.39%"
"533",2016,16023,"Hillary Clinton","Donald J. Trump",160,"13.01%",914,"74.31%"
"534",2016,16025,"Hillary Clinton","Donald J. Trump",110,"18.64%",410,"69.49%"
"535",2016,16027,"Hillary Clinton","Donald J. Trump",16883,"23.20%",47222,"64.88%"
"536",2016,16029,"Evan McMullin","Donald J. Trump",372,"12.26%",2275,"74.96%"
"537",2016,16031,"Hillary Clinton","Donald J. Trump",1036,"12.67%",5949,"72.74%"
"538",2016,16033,"Hillary Clinton","Donald J. Trump",44,"15.55%",203,"71.73%"
"539",2016,16035,"Hillary Clinton","Donald J. Trump",704,"18.52%",2852,"75.03%"
"540",2016,16037,"Hillary Clinton","Donald J. Trump",427,"17.69%",1777,"73.61%"
"541",2016,16039,"Hillary Clinton","Donald J. Trump",1814,"21.29%",5816,"68.25%"
"542",2016,16041,"Evan McMullin","Donald J. Trump",912,"16.58%",3901,"70.94%"
"543",2016,16043,"Evan McMullin","Donald J. Trump",751,"13.14%",4090,"71.57%"
"544",2016,16045,"Hillary Clinton","Donald J. Trump",1229,"15.45%",5980,"75.18%"
"545",2016,16047,"Hillary Clinton","Donald J. Trump",930,"17.92%",3743,"72.11%"
"546",2016,16049,"Hillary Clinton","Donald J. Trump",1196,"14.53%",6441,"78.23%"
"547",2016,16051,"Evan McMullin","Donald J. Trump",1560,"13.59%",8436,"73.52%"
"548",2016,16053,"Hillary Clinton","Donald J. Trump",1329,"19.69%",4644,"68.79%"
"549",2016,16055,"Hillary Clinton","Donald J. Trump",16264,"24.53%",44449,"67.03%"
"550",2016,16057,"Hillary Clinton","Donald J. Trump",8093,"44.53%",7265,"39.98%"
"551",2016,16059,"Hillary Clinton","Donald J. Trump",733,"17.90%",3011,"73.51%"
"552",2016,16061,"Hillary Clinton","Donald J. Trump",270,"16.98%",1202,"75.60%"
"553",2016,16063,"Hillary Clinton","Donald J. Trump",360,"20.59%",1184,"67.73%"
"554",2016,16065,"Evan McMullin","Donald J. Trump",4669,"29.76%",8941,"56.99%"
"555",2016,16067,"Hillary Clinton","Donald J. Trump",1167,"16.98%",4887,"71.13%"
